时间,曝气速率,搅拌器功率(pw2),底物进料速度(Fs2),底物进料温度(Tf2),底物浓度, 溶氧浓度,生物量,体积,CO2,ph,温度,产热,FLA酸流速,FLB碱流速,FLC冷却加热水流速,青霉素浓度
2.2204460492503091e-16,8.689052740731553,29.932846657678024,0.14226768100198225,295.44359225483436,16.066432602913533,0.9208276029682329,0.1873895728028693,102.030328846211,0.6446895328721522,5.115377935180286,297.9707605563568,-0.0010906862010320768,-0.22877980310625798,-0.04175961829287383,0.10728902348200492,-0.06262904141672934
5.0,8.538500863266409,30.084668994420394,0.13681017827084088,295.4058289853458,15.711211989038908,1.2428828413314843,0.13373480812255883,101.94250923212125,0.49972146890839686,4.862304451974038,296.7147585535407,0.5461492830576393,0.005051762464552949,0.10156077549240192,0.20364198814250792,0.0936326179116737
10.0,8.658678163911794,29.83232746322037,-0.008355195506272506,295.288657752965,15.467422002877917,1.061985920234988,0.20143873046732785,101.71654555244507,0.6504738027085508,5.015361519098265,296.96384479207177,1.0881211691827517,0.21742369933552094,0.21576284325355885,-0.050749048601680634,0.025388680524961675
15.0,8.468438887664995,29.85298058155222,0.07716067125260942,295.4799414159027,15.265260505904784,1.1938904525237397,0.3766692000430467,101.79381103332544,0.9392305132406066,4.785069607363353,296.85988773500594,2.11830036076405,0.2713995979054419,0.027606462884531363,0.02624584440514508,-0.02521944283062406
20.0,8.482179514729754,30.10507035447406,0.018351787324556373,295.549177477018,14.518967397397661,1.1312593120881005,0.5406800535548569,101.48205942258068,0.6972363169771734,4.95116847673894,296.99580889226263,3.7692913050044603,0.11651727190760852,-0.04958601533622622,0.08305835039270824,0.004698948747124922
25.0,8.488727511281771,30.146278015353563,0.0636129140197672,295.409658244452,13.566164801399225,1.1545424441275836,1.170394566623558,101.30218199745634,0.7546654776015004,4.667714002576254,297.1055037838093,6.591281205462575,0.01951630112746819,-0.03751774748200051,0.052716395840483994,0.09689908147786448
30.0,8.601351165332822,29.92356965485772,-0.033993113865914026,295.31460108761564,11.843176306612024,1.2680355469046005,1.775607066340053,101.2371813273718,0.8851352966392689,4.9383572814743015,297.4872032042368,10.903373227077777,-0.20862257919310032,0.10642300873122393,0.08000399792713436,0.08625231128929382
35.0,8.80026727257005,29.867693908181018,0.1969468264283573,295.5654269567354,8.993835354767059,0.9254216057808985,2.9782850360539235,101.26251034855501,0.9407749383002426,4.953730936902955,297.541266338153,18.11993801667608,0.10308469083551164,0.043526522389548655,35.246760223585156,0.1931794490623317
40.0,8.40653232564956,29.93283329595603,0.0034259968135141204,295.4316199749298,4.67177913582206,1.0293104890817142,4.7732655872910215,101.12311430749342,1.6331492516990271,4.80321840728969,297.36672442984303,28.509736479107886,0.015008036607902434,0.0836544693435344,18.19146623908013,0.13840023201046725
45.0,8.706645475656885,29.72529557265035,0.19505192896915485,295.30327036625016,0.4798753064287826,1.122993537669926,6.7484095605121945,101.10394602203422,1.7015629525782767,5.187629072027219,297.3479970577525,39.96885818747081,-0.10896435439040018,0.2004931288741398,0.13846238319533447,-0.0013031825700441993
50.0,8.569681281992455,30.098789546368685,0.1474301044729004,295.57200001852897,0.22248659589973924,1.2107810509888128,7.138638558327175,101.04313201652879,1.5790315568275388,5.186886141920343,297.7793910348135,41.63377693510352,0.07641277625728186,0.015165181587196264,89.04048449356155,0.1252009143639304
55.0,8.433577623850864,29.7591831690772,0.09478989808996269,295.36446459872616,0.041446100081132926,1.1100830839506164,7.155860014894748,101.10610745125217,1.774747501560328,4.979038015751666,297.11087408448924,43.275249502200886,-0.050700399006015875,0.06385340992797107,0.05155086184681764,0.1294636094518351
60.0,8.741616893277298,29.80310565823695,0.09695298070922144,295.1956466211769,0.1182065456700154,1.0699644686964442,7.358984875793866,101.33563845397485,1.5082990432189272,4.98765152287643,297.5782563005647,44.797669337673305,-0.02535767358431011,-0.05763988407156897,20.05749335867442,0.18141901254389453
65.0,8.584367450998311,29.859668866625633,0.14635385848526933,295.3480020390331,-0.05572192726557214,1.3465358403888632,7.832476508362004,101.17276117595073,1.671229857944637,5.09461677615442,297.3082890352005,46.43722400760968,0.04460432581560297,0.04089078034000012,66.82174104047783,0.4177949396961903
70.0,8.526763827976609,29.992346943251757,-0.03686354043130237,295.5048136833908,-0.008720986118542967,1.1921834608773045,8.095859458547654,101.15610172783283,1.9476424515755089,4.874849514953598,297.4139750007155,47.800537173281356,-0.039247271856663046,-0.038801129237463525,0.0761327819804074,0.4247591696428727
75.0,8.53267242966138,30.05725755430583,0.12343774131365066,295.33291096889945,0.07110210457773516,1.0438849003541848,8.230938170759629,101.29018206470501,1.8020870474695088,5.036967307333775,297.6547622632618,49.12198627823382,0.2402538763706113,0.1922535334100261,88.66399359444746,0.30928644360323776
80.0,8.639153193912591,29.981715642175278,-0.17359225820798896,295.3952153855913,-0.018928423109049644,0.8614593391716208,8.583486098195673,101.42452714137622,1.9138707443746852,5.273510731078042,297.1242427183681,50.48550214824096,0.190676253268676,-0.02190152842651632,0.08700265893856901,0.1274459245296587
85.0,8.589101351557263,30.15117926243431,0.007493825311160461,295.5570861441458,0.01801656226108951,1.041740559977938,8.646998697835553,101.69164107272783,1.8365207912742885,4.9756794291774655,297.8007851203494,51.85409271073542,-0.1222003602140878,0.0772769402577698,102.46009036012705,0.27491335379766085
90.0,8.507576508725924,30.236250981879735,0.060216638806063594,295.3611519975969,-0.034129632393234716,1.1968855384753372,8.751561941728331,101.74394989766857,2.0581543614571265,4.988247418894002,297.2716553214675,53.10194850740725,0.10239781327860466,-0.03488115011580657,-0.08141935152152076,0.4281869571503917
95.0,8.52338984338796,30.01163243306799,0.12673931464078028,295.23194801267005,0.08741587303415932,1.1043757707938346,9.016881077849238,101.66237366670192,2.025990131867719,5.036283079106246,297.59758320995627,54.14774587442043,0.045586815791078004,0.06770469363933958,40.14456323508693,0.3761491200623633
